cn_name,en_name,stype,genbank,desc,envir,liter,discuss,sample,other
莲座鳞型衣,"Gypsoplaca rosulata H.X. Shi, Li S. Wang & Timdal, in Shi, Wang, Zhou, Liu, Zhang, Yang, Timdal & Wang, Mycol. Progr. 17(7): 788 (2018)Type: CHINA, Xizang, Basu Co., Wang Lisong et al. 16-51831 (KUN)","CHINA, Xizang, Basu Co., Wang Lisong et al. 16-51831 (KUN)",无信息,地衣体：莲座型鳞片状，直径最大至15 mm，紧贴基物生长；上表面：红棕色至深棕色，部分覆盖有粉霜，无粉芽，无裂芽，平整至轻微内卷；共生藻：绿球藻，藻层不连续；髓层：灰色，具有草酸钙结晶；下表面：白色至浅棕色，覆盖有假根束，假根与下表面同色；子囊盘：红棕色，部分覆盖粉霜，内嵌生于地衣体中，边缘不明显，与地衣体呈连续状生长，表面平滑，几乎覆盖整个地衣体表面，子囊：棒状，具4 ～ 6个孢子，孢子无色，单胞，椭圆形，12.5 ～ 17.5 × 5 ～ 7.5 μm；地衣特征化合物：皮层K-，C-，PD-，含未知成分，不含brialmontin和sesterterpenes。,常见于土壤表面，海拔800 ～ 4300 m。,无信息,"该物种的主要特征在于地衣体呈莲座状，子囊具有4 ～ 6个孢子，以及不含brialmontin和sesterterpenes。在形态上与大叶鳞型衣（Gypsoplaca macrophylla）较为相似，并且二者生长在相同的生境中，但大叶鳞型衣的子囊具有8个孢子，并且在分子系统树上，两个种也形成了两个独立的分化支（Shi et al., 2018）。",西藏，八宿，王立松等16-51831；云南，禄劝，王立松06-27026。,无信息
???,"Hanstrassia lenae (Søchting & G. Figueras) S.Y. Kondr.≡ Caloplaca lenae Søchting & G. Figueras, Lichenologist 39(1): 8 (2007)",无信息,无信息,无信息,无信息,无信息,无信息,标本号： 20-67919,无信息
丛毛哑铃孢,"≡Parmelia comosa Eschw., Icon. Plant. Cryptog. 2: 25, tab.XII, fig.1 (1828).","Brazil, H. Mosén, in UPS (epitype).",无信息,"地衣体：叶状到亚叶状，簇生呈上升裂片，直径可达2～7 cm；裂片：基部狭窄顶端阔圆呈勺状或桨状，局部重叠覆瓦状，二叉分裂，顶端宽达5 mm；上表面：灰白色至灰绿色，凸起至顶端凹陷，无粉芽及裂芽；纤毛：生于上表面及边缘，单一不分枝，白色，长达4 mm；下表面：白色或局部的赭石色，无皮层和假根，顶端具颗粒状灰白色至淡绿色粉芽堆；上皮层：假厚壁组织；髓层：白色；子囊盘及分生孢子器未见；地衣特征化合物：皮层 K+ 黄色，C-, KC-, P+ 黄色，髓层 K+ 黄色, C-, KC-, P-,皮层含atranorin 和chloroatranorin，髓层含 atranorin和zeorin。",树干和树枝，偶见岩石生；海拔1100～2300 m，,福建、湖南、广西、云南、西藏、台湾，亚洲、东非及美洲（王立松，2012；Nash，2002；Awasthi，2007）。,H. comosa特征是由它的头盔状的裂片、纤毛长在边缘和上表面，以及无粉芽。,云南，禄劝县，金沙江河谷，王立松01-20493；贡山县，柄中洛重地乡，王立松 05-24277。,无信息
大哑铃孢,"Heterodermia diademata (Taylor) D.D. Awasthi, Geophytology 3: 113 (1973).≡ Parmelia diademata Taylor, London J. Bot. 6: 165 (1847).","Nepal, Wallich, in FH (Taylor-holotype).",无信息,"地衣体：叶状，圆形扩展，紧贴基物，直径8～15（～30）cm；裂片：狭叶型，羽状至不规则分裂，宽1～2 mm，边缘锯齿状，并有粉芽状白色斑点；上表面：灰白色或青灰色，无粉霜、粉芽和裂芽；下表面：白色，有皮层，密生单一或简单分枝假根；假根：白色或褐色；子囊盘：生于地衣体中央裂片上表面，无柄或短柄，果托边缘锯齿状，盘面平坦，暗黄褐色，直径1～2 mm；子囊及子囊孢子：子囊内含8孢子；孢子椭圆形，双胞，褐色，直径30～35 × 15 μm；地衣特征化合物：皮层 K+ 黄色，髓层 K+ 黄色， C-，P ±淡黄色，含atranorin, zeorin。",生于岩石或者树枝；海拔1300～3500 m。,云南、江苏、浙江、吉林、安徽、福建、江西、湖南、广西、广东、四川、贵州、香港、台湾，印度、斯里兰卡、尼泊尔、日本、韩国、非洲、中美洲和南美洲（王立松，2012；Awasthi，2007；Wei X L et al.，2008）。,H. diademata的特征是亚线形的地衣体、大量长在边缘的薄板状小裂片以及拥有皮层的下表面。它和H. dissecta在形态上有相似之处，但是不同的在于它没有水杨嗪酸和 降斑点酸这两种地衣酸。,无信息,无信息
暗哑铃孢,"Heterodermia obscurata (Nyl.) Trevis., Nuovo G. bot. Ital. 1: 114 (1869).≡ Physcia obscurata Nyl., Acta Soc. Sci.Fenn. 7(2): 440 (1863).","South America, Colombia, Lindig 704 (H-NYL 32570-holotype; FH, M, PC. -isotypes).",无信息,"地衣体：叶状，圆形或不规则扩展，直径5～10 cm，紧密贴生，二歧到不规则分裂；裂片：1～2 mm宽，辐射状，离散，平坦，无缘毛；上表面：灰白色，中心少部分深灰色，有光泽，微粉霜，粉芽化；粉芽：颗粒状，通常锈褐色，在裂片侧面和顶端上的粉芽唇形到头状；上皮层：假厚壁组织；髓层：上部分白色，下部分锈褐色；下皮层：无；下表面：铁锈色或黄褐色，K+紫色，蛛网状；假根：黑色，边缘，单一到羽状分枝；子囊盘：稀少，似有柄，直径1～5 mm，边缘粉芽化；盘面：黑褐色，无粉霜；子囊：圆柱形到近棒状，8孢；子囊孢子：棕色，双胞，椭圆形，29～35 × 15～19 μm；分生孢子器：未见。地衣特征化合物: 皮层 K+ 黄色 C-, KC-, P+ 黄色，髓层 K-, C-, KC-, P-，皮层含atranorin 和 chloroatranorin，髓层含 atranorin, zeorin。",树干和岩面藓层；海拔570～3600 m，,云南、黑龙江、四川、贵州、湖南、江西、广西、安徽、浙江、福建、陕西、台湾，印度、尼泊尔、日本、韩国、菲律宾、非洲、北美洲、中美洲和南美洲、夏威夷和新西兰（Nash，2002；Awasthi，2007；Wei X L，2008；王立松，2012）。,它的特点是外观健壮，明显的唇形粉芽和锈褐色（K+紫色）的下表面。相似的物种包括H. japonica，它不同于髓层反应为K+黄红色，下表面在K反应下没有着色或只有稀少的锈褐色着色。,无信息,无信息
毛果哑铃孢,"Heterodermia podocarpa (Bél.) D.D. Awasthi, Geophytology 3: 114 (1973).≡Parmelia podocarpa Bél., Voy. Indes Or., Bot. 2(Cryptog.): 122, tab. XIII, fig. 2 (1846).",Bourbon (PC-holotype).,无信息,"地衣体：狭叶状，直立丛生，直径2～6 cm；裂片：不规则分叉，宽1～2 mm，顶端钝圆，背面平坦至明显凸起，沿边缘具白色长纤毛；上表面：鲜时淡绿色，干燥后灰白色至烟灰色，平滑至具疣状突，无粉芽及裂芽；上皮层：假厚壁组织；无下皮层；下表面：可见蛛网菌丝形成的白色髓层；假根：边缘生，白色至淡褐色，单一至不规则分枝；子囊盘：众多，生于裂片近顶端，具短柄，边缘有发育好的小裂片，盘面白色至褐色，具粉霜层，直径1～3 mm；子囊及子囊孢子：子囊圆柱状至棒状，内含8孢；子囊孢子棕色，椭圆形，双胞，Pachysporaria-type，直径26～35 × 13～17 µm；分生孢子器：众多；分生孢子：杆状，4～5 × 1 µm；地衣特征化合物：皮层 K+ 黄色，髓层 K+ 黄色, C-, KC-, P+黄色，含atranorin和zeorin。",树干，偶见岩面生；海拔450～4000 m。,云南、四川、湖南、台湾、黑龙江、江西、广西、西藏，印度、尼泊尔、日本、非洲、欧洲、南北美洲和夏威夷群岛（Nash，2002；Awasthi，2007；Moberg，2011；王立松，2012）,本种与H. comosa相近，但后者上表面具白色纤毛，顶端呈勺状加宽。,云南（Yunnan），南涧县，王立松12-34314 & 12-34165；新平县，王立松08-29822。,无信息
深棕微孢衣,"Acarospora badiofusca (Nyl.) Th. Fr., Nova Acta R. Soc. Scient. upsal., Ser. 3 3: 190 (1861) [1860]≡ Lecanora badiofusca Nyl., Herb. Mus. Fenn.: 110 (1859)",无信息,有分子！,地衣体：鳞片状至壳状，紧贴基物不规则扩展，鳞片相互紧密靠生呈龟裂状，直径3～6cm；鳞片：圆形至不规则疣状，直径0.2～0.4mm，厚质，表面淡棕褐色至深棕色，凸起，有光泽和不规则裂隙，无粉霜；下表面淡褐色至黑色；子囊盘：生于鳞片中央，圆形至不规则形，盘缘微凸起，盘面凹陷，栗褐色至暗褐色，有裂隙，无粉霜，直径0.2～1mm；髓层白色，藻层均匀；子囊及子囊孢子：子囊长棒状，内含超过100个孢子；孢子无色单胞，椭圆形，直径约3～5x1～3μm；分生孢子器未见；地衣特征化合物：均负反应。,岩石表面生；海拔4100～4400m。-,"青海（中国新纪录），欧洲、北美（Nash III, et al., 2007）。",本种鳞片状地衣体及上表面颜色与A. fuscata相近，但后者鳞片上表面非疣状凸起，子囊盘无明显盘缘而不同。,青海（Qinghai），久治县，王立松等20-67824；杂多县，王立松等20-68580。,无信息
淡绵腹衣,"Anzia hypoleucoides Müll. Arg., Flora, Regensburg 74(1): 111 (1891)Type: Japan, Tosa, Miyoshi (G)","Japan, Tosa, Miyoshi (G)",ITS- KJ486575,"地衣体：叶状，疏松附着于基物上，直径3～8 cm；裂片：狭长，顶端钝圆形，二叉分枝，宽1～1.5 mm；上表面：灰绿色至棕绿色，边缘处呈白色，不具粉芽和裂芽；髓层：单层，白色，具黑色中轴，生于髓层和绵腹组织之间，直径约100～150 m；下表面：覆盖有连续的，黑色至深棕色绵腹组织；假根：单一黑色，稀疏，1～2 mm长，生长于绵腹组织中部；子囊盘：盘状，生于上表面中部，盘面红棕色，直径1～5 mm；分生孢子器：黑色突起，生于上表面，通常位于裂片顶端边缘处。地衣特征化合物: 皮层 K + 黄色, 髓层 C-，K-，KC + 淡红色, 含 atranorin and lobaric acid.",该物种通常生于亚高山地区，生于云杉（Picea）栎树（Quercuse）或杜鹃树枝上 （Rhododendron），分布海拔范围为2400～3500 m。,"云南，四川，西藏，台湾（王立松，2012）；日本，韩国（Yoshimura, 1974）。",该物种特征在于髓层和绵腹组织之间具有黑色的圆柱形中轴，次生代谢产物为肺衣酸（lobaric acid）。它与黑绵腹衣（A. hypomelaena）在外形上较为相似，但后者的地衣体通常较大（裂片宽至2mm），并且其中轴为白色且为扁平状，埋生于髓层中。,西藏（Xizang），日东县，苏京军4458。,无信息
哑铃孢,"Heterodermia speciosa (Wulfen) Trevis., Atti Soc. ital. Sci. nat. (Modena) 11: 614 (1868).≡Lichen speciosus Wulfen, in Jacquin, Collnea bot. 3: 119 (1791).",In sylvarum montis Calvariae saxis in W.,无信息,"地衣体：叶状，圆形到不规则扩展，直径2～4 cm，紧密贴生，二歧分裂的裂片；裂片:线形，狭长，约0.5～2 mm，平坦到凸出，裂片端部没有粉芽，稍加宽，有微小缺口，具纤毛；上表面：白色到奶油色或褐色到浅蓝灰色，有光泽，顶端有时昏暗，非常稀少的粉霜，不上扬；粉芽：众多，粉状到颗粒状，灰色到蓝灰色；上皮层：假厚壁组织；髓层：白色；下皮层：疏丝组织；下表面：苍白到褐色；假根：稀少，分散，短和粗壮，有时不规则分枝，黑色；子囊盘：稀少，似有柄的，直径3～8 mm，边缘：锯齿状到小裂片状；盘面：棕色到棕褐色；子囊：圆柱形到棒状，8孢；子囊孢子：棕色，双胞，椭圆形，30～37 × 14～18 μm；分生孢子器：未发现。地衣特征化合物: 皮层 K+ 黄色 C-, KC-, P+ 黄色，髓层 K+ 黄色, C-, KC-, P-，皮层含atranorin and chloroatranorin，髓层含 atranorin, zeorin and an unidentified triterpene。",树干和岩石上；海拔1900-3500 m,无信息,H. speciosa 的特征是有下皮层，在裂片和小裂片顶端有头状粉芽，在形态上和H. pseudospeciosa相似，但不同的是在地衣特征化合物上，H. speciosa 没有降斑点衣酸（norstictic acid）和水杨嗪酸（salazinic acid），而H. pseudospeciosa有。,"云南（Yunnan）， 大理，王欣宇 等20-1, 香格里拉，王立松 等20-66350。",无信息
未命名_pid201,"Hypocenomyce scalaris (Ach.)M. Choisy, Bull. Mens. Soc. Linn. Soc. Bot. Lyon 20: 133 (1951)≡ ???",未知,ITS-KY131779,地衣体：鳞片状聚生，直径达16 cm；鳞片：分散至覆瓦状排列，直径约1.5 mm，边缘全缘，顶端上翘，仅基部与基物相连；上表面：凸起，光滑，无光泽，灰绿色至黄褐色；下表面：灰色，具粉芽，无下皮层；粉芽：颗粒状，黄棕色；外皮层：无色，厚约7 μm；上皮层：浅橙色，厚43～62 μm；藻层：连续，厚75～112 μm；髓层：白色，厚50～100 μm；子囊盘：生于鳞片基部边缘，不常见，盘面黑色，平坦，具蓝白色粉霜，直径1～2 cm；囊层基：棕色；子实层：厚45～60 μm；子囊孢子：稀少，窄椭圆形至梭形，几乎不成熟；地衣特征化合物：髓层P-，K-，C+红色，KC+红色；含lecanoric acid。,生于高纬度或高海拔地区柏树桩和腐木表面；海拔3700～4000m。,"北美、欧洲、澳洲、大洋洲和亚洲（Dirig, 1990）；中国：四川、云南（Zhang et al., 2018）。",本种显著的分类特征为地衣体鳞片状，分散至覆瓦状排列，鳞片下表面具颗粒状裂芽，子囊盘少见，黑色；该属在中国仅分布一种。,四川（Sichuan），西昌，王立松&王珏10-31405；云南（Yunnan），中甸，王立松&王欣宇13-38376。青海（），班玛县，王立松 等20-67893,无信息
高山袋衣,"Hypogymnia alpina Awasthi, Kavaka 12(2):91, 1984.Type: India, Awasthi, D.D. CANB803751 (CANB).","India, Awasthi, D.D. CANB803751 (CANB).",有分子数据！,"地衣体：直径约10 cm，二叉状分枝，弯曲，有侧生分枝较少；裂片圆锥形，肥大，在地衣体边缘分裂并裂至地衣体中心，大部分宽1～2(～3) mm；上表面：平坦或有微褶皱，灰绿色至棕褐色或黑色，有黑色斑块或均匀渐黑，有光泽；下表面：黑色，通常有光泽，近裂片顶端棕黑色，近顶端和叶腋处常有穿孔；髓层中空，内部白色至灰色或石灰色至棕黑色；无粉芽和裂芽；子囊盘：呈漏斗形容器状，盘面直径约4 mm；囊基层：上下两层：孢子：单一，透明，大小5～10 × 4～6 μm。地衣特征化合物: 髓层 K-, KC+ orange red, P+ or (less often) P-;含atranorin, physodic, and accessory physodalic, protocetraric, and 2’-O-methylphysodicacids, rarely with vittatolic acid;",通常分布于高山或亚高山的土上和岩面，有时生于树干。,无信息,本种在化学和地衣体焦色至黑棕色，与蜡光袋衣(H. laccata)很相近，但是蜡光袋衣的地衣体裂片多呈聚丛状而不是分开。此外，蜡光袋衣地衣体变黑程度不强，上表面有呈角质状褶皱，且穿孔也没有高山袋衣明显。,标本引证 (Selected specimens examined)：,无信息
球叶袋衣,"Hypogymnia bulbosa McCune & L.S. Wang, Bryologist 106: 227, 2002. Type: China, L. S. Wang 00-18864 (KUN).","China, L. S. Wang 00-18864 (KUN).",无信息,"地衣体：直立，长大8（～10）cm；多分支，裂片通常基部强烈收缩呈船形（裂片的顶端微弯曲收缩上翘，下表面中部膨胀）；上表面：平坦至微皱缩，灰绿色至棕色，偶有深色斑点；裂片1～2.5(3) mm宽，分叉呈丛状；裂片被挤压鼓起，高度比为0.7:1～2:1，裂片顶端和叶腋处常有穿孔；下表面：穿孔稀疏散布于边缘，髓层中空，内部石灰色至黑色；无粉芽和裂芽；偶有小裂片；子囊盘：常见，直接约12（～15）mm，漏斗形，柄髓部空心；孢子：大小6.2～9.0 × 5.4～7.0 µm；分生孢子器：常见；分生孢子杆状，4.7～6.0 × 0.8～1.1 µm。地衣特征化合物: atranorin, physodic acid (major), physodalic acid (major, giving a P+ medullary reaction, but sometimes rather weak or absent by TLC and giving a P- medulla), and protocetraric acid (minor with physodalic acid), 2’-O-methylphysodic (minor, accessory), rarely with 3hydroxyphyodic acid; cortex K+ yellow, C-, KC-, P+ pale yellow; medulla K-, rarely K+ reddish brown, C-, KC+ orange or red, P+ deep yellow to orange or red, rarely P-.",常着生于冷杉、云杉、杜鹃、柳树树干。,无信息,该种是横断山地区高海拔冷杉林的常见种。,标本引证 (Selected specimens examined)：台湾（Taiwan）花莲县，Aptroot 53692 (F)；苗栗县，Aptroot 51931 (F)。增加青藏高原标本引证！,无信息
粉球袋衣,"Hypogymnia capitata McCune, Mycosphere 5(1): 40, 2014.Type: China, G. & S. Miehe 94-416-00/06 (GZU).","China, G. & S. Miehe 94-416-00/06 (GZU).",无信息,"地衣体：分枝盘状下垂，长4 cm或更长；质地柔软；分枝较多，偶有新生的小枝；上表面：浅灰绿色至棕色，散布黑色斑点，裂片边缘黑色，地衣体从中央延伸至分叉的裂片可见表面平滑到皱缩的变化，裂片宽0.8～2.5(～4) mm，宽和厚度的比例为：1:1～8:1；下表面：稀疏散布圆形至椭圆形的穿孔，穿孔无边缘；髓层中空，内部白色或灰白色至灰色；粉芽堆分布于裂片边缘；子囊盘：未见；分生孢子器：常见，棕色至黑色；分生孢子杆状，直或稍有弯曲，5.8～7.8 × 0.8～1.2 µm。地衣特征化合物: atranorin and olivetoric acid (major, constant), with accessory physodalic and protocetraric acids; also present are minor unknown satellite compounds of olivetoric acid. The type lacks physodalic and protocetraric acid, but these are present in the only other specimen known. Cortex K+ yellow, C-, KC-, P+ pale yellow; medulla K-, C+ red, KC+ red, C-, P- or P+ orange-red.",该种通常生于高海拔针叶林的树干。,无信息,该种与亚洁袋衣（Hypogymnia submundata）和管袋衣（H. tubulosa）均在裂片边缘有粉芽堆，但是亚洁袋衣分布于俄罗斯远东和日本，管袋衣广泛分布于北半球。管袋衣区别于亚洁袋衣和粉球袋衣之处在于管袋衣裂片髓部黑色，而另连个种均为白色至暗灰色。管袋衣不同于粉球袋衣在于其具有分枝二岐状，地衣体上表面无斑点以及裂片无孔。相反，粉球袋衣分叉更多样化，表面有黑色斑点，同时下表面散布穿孔。,四川（Sichuan）沙鲁里山，Obermayer 8297 (GZU)。,无信息
